名称,地址,经纬度,电话,省份,城市,区县
喜理美发美甲工作室,罗源湾滨海新城罗旺苑,"119.599275,26.453125",[],福建省,福州市,罗源县
啊康美发,恒益建材科技有限公司北侧350米,"119.581575,26.466725",[],福建省,福州市,罗源县
陈金妹理发店,鉴江镇卫生院西南侧,"119.758889,26.546581",[],福建省,福州市,罗源县
金喜理发店,霍口畲族乡人民政府西侧100米,"119.276425,26.445525",[],福建省,福州市,罗源县
白云理发店,西外路与党校路交叉口东北20米,"119.540325,26.486275",[],福建省,福州市,罗源县
西里造型,松岐路1号罗源湾滨海新城,"119.598284,26.459750",[],福建省,福州市,罗源县
阿春发型工作室,松岐路与海川路交叉口西北100米,"119.589399,26.460854",[],福建省,福州市,罗源县
香香理发店,碧里乡碧里村民委员会西南侧120米,"119.717425,26.463275",[],福建省,福州市,罗源县
丝情发艺,凤山镇罗川中路5-1号华美花园,"119.558375,26.488975",[],福建省,福州市,罗源县
格调造型,滨海路1号罗源湾滨海新城罗贵苑,"119.591405,26.472084",[],福建省,福州市,罗源县
时遇-造型,松岐路与闽都路交叉口东南100米,"119.590613,26.467076",[],福建省,福州市,罗源县
阿春理发店,起步村委会东侧50米,"119.546631,26.503612",[],福建省,福州市,罗源县
魅秀造型,桥边驿北侧,"119.718644,26.463865",[],福建省,福州市,罗源县
新辉发型(盛丰蓝湾明珠店),蓝湾明珠2期东南门西210米,"119.595269,26.475647",[],福建省,福州市,罗源县
顶流造型(水岸菁华店),水岸菁华东门东南60米,"119.574264,26.484977",[],福建省,福州市,罗源县
GD造型,溪尾街与司前街交叉口西北140米,"119.546563,26.487029",[],福建省,福州市,罗源县
艺剪美,正祥特区美居东南侧230米,"119.581688,26.470545",[],福建省,福州市,罗源县
美约造型,禹步路与禹步支路交叉口西南120米,"119.574094,26.483739",[],福建省,福州市,罗源县
理想理发,罗源县起步卫生院东北侧80米,"119.547650,26.504833",[],福建省,福州市,罗源县
时匠造型(闽星花园店),罗中路与岐阳路交叉口南160米,"119.554581,26.487807",[],福建省,福州市,罗源县
南岐理发店,松岐路与新城路交叉口西北40米,"119.589713,26.470553",[],福建省,福州市,罗源县
米奈美发工作室(万豪·城市广场店),三中路2号万豪·城市广场,"119.560275,26.488275",[],福建省,福州市,罗源县
广式造型(东方星城B区店),凤山镇东外路16号东方星城B区,"119.565478,26.487952",[],福建省,福州市,罗源县
剪艺造型,松岐路与新城路交叉口西北120米,"119.589077,26.470916",[],福建省,福州市,罗源县
简易烫染吧,岐后村委会西南侧220米,"119.581549,26.469952",[],福建省,福州市,罗源县
梳剪造型(溪尾街店),溪尾街与司前街交叉口西北120米,"119.546826,26.487033",[],福建省,福州市,罗源县
浩丹娜美发店,鉴江镇港东路17号,"119.759325,26.546317",[],福建省,福州市,罗源县
名流造型设计(万豪·城市广场店),三中路2号万豪·城市广场,"119.558611,26.488185",[],福建省,福州市,罗源县
阿平美发工作室(龙瀚·闽星佳园店),闽星佳园15号楼,"119.564557,26.484176",[],福建省,福州市,罗源县
非凡一族形象设计,凤山镇西大路22座店面,"119.543725,26.486667",[],福建省,福州市,罗源县
发丝缘美发造型,凤山镇府前街妈祖新村33座,"119.554539,26.485538",[],福建省,福州市,罗源县
肯尼造型(闽星花园店),罗中路与岐阳路交叉口南200米,"119.554542,26.487288",[],福建省,福州市,罗源县
剪约美发工作室(嘉禾花园店)(暂停营业),嘉禾花园南门旁,"119.558467,26.483697",13123192795,福建省,福州市,罗源县
冷雨轩工作室,凤山镇府前街妈祖新村33-02店,"119.554330,26.485597",13950455792,福建省,福州市,罗源县
YT工作室,滨海商业街19-5,"119.592269,26.460328",[],福建省,福州市,罗源县
沐颜工作室,方新小区西门旁,"119.558679,26.490805",[],福建省,福州市,罗源县
由理工作室,禹步路1-102号,"119.573703,26.485717",15005003226,福建省,福州市,罗源县
奇遇美甲工作室,松山镇滨海新城13区罗玉苑36栋703室,"119.604953,26.459404",18695709221,福建省,福州市,罗源县
上禾sh工作室,松岐路1号罗源湾滨海新城,"119.598375,26.458775",[],福建省,福州市,罗源县
豆豆工作室,东环路与学前洋街交叉口西南60米,"119.550892,26.486442",[],福建省,福州市,罗源县
预见hair.salon(龙华花园一区店),龙华一期6-105,"119.535837,26.212033",18506909229,福建省,福州市,连江县
轻术造型(莲荷东路店),莲荷东路龙事达19楼4店,"119.540659,26.201592",[],福建省,福州市,连江县
优米烫染形象设计,日出东方南门对面凤翔国际9号楼9号商铺,"119.541176,26.211866",17689268761,福建省,福州市,连江县
焦点美业(莲荷东路店),莲荷东路龙事达楼下,"119.540654,26.201593",18759163713,福建省,福州市,连江县
焦点美业(凤翔国际店),凤翔国际西北门西南50米,"119.541059,26.211814",13675050327,福建省,福州市,连江县
秋水伊人科技美肤·SPA会所(江滨观邸店),文山南路江滨观邸11号楼A70,"119.543439,26.194603",0591-38152226;18105030350,福建省,福州市,连江县
玖伍男士理发(丽景天下店),马祖西路23-8丽景天下,"119.530054,26.207138",13763807465,福建省,福州市,连江县
奇恒美业(顶尚店),凤城镇丹凤东路15-A92号,"119.537090,26.208839",15960163202,福建省,福州市,连江县
喜欢理(连江旗舰店),妈祖东路碧水龙城3-36喜欢理(红锦江楼下),"119.546320,26.214150",18759163713,福建省,福州市,连江县
林向美业(迪鑫花园店),凤城镇金安西路迪鑫花园6栋(丹凤东路7-7),"119.535957,26.208435",17859528328,福建省,福州市,连江县
浅深造型(贵阁苑店),贵安新天地芳园路贵阁苑6-65,"119.402894,26.255436",13559117203,福建省,福州市,连江县
慕斯造型,莲荷东路20-118号,"119.541525,26.202975",18606070750,福建省,福州市,连江县
EASY艺界造型(正祥日照家林店),"敖江镇温泉路9-10号,正祥日照家林1号楼1层01商铺","119.550538,26.210634",17605016994,福建省,福州市,连江县
卡咔形象定制(龙华店),凤城镇文笔西路龙华二期18号楼2号店,"119.536690,26.212554",13850160480,福建省,福州市,连江县
艺森沙龙(万星店),温泉路与马祖东路交叉口南120米,"119.548367,26.213725",15980710407,福建省,福州市,连江县
秀丽丝沙龙(贵泉苑店),贵安贵泉苑14-50店铺(秀丽丝沙龙),"119.404925,26.242522",18150838729,福建省,福州市,连江县
雅丝专业接发染发造型(凤翔国际店),文汇路5-8,"119.541875,26.210025",18859167176,福建省,福州市,连江县
心晨美发(日出东方店),凤城镇马祖西路2-4号店,"119.541020,26.212191",13860659008,福建省,福州市,连江县
快剪LDY(贵安新天地海峡传统文化街店),文化街26栋13号,"119.394096,26.256395",13645094207,福建省,福州市,连江县
名塑造型(丹凤花园一区店),丹凤花园一区西北门西70米,"119.536932,26.208741",15280119647,福建省,福州市,连江县
云秀造型(连江店),凤城镇文山南路12号,"119.542587,26.198539",13950451678,福建省,福州市,连江县
易都造型(丹凤花园三区店),凤城镇万家丹凤三区39号3店,"119.536177,26.210019",15980160162,福建省,福州市,连江县
锦村时尚烫染吧,琯头镇开放西路24号,"119.565800,26.134161",0591-38153815,福建省,福州市,连江县
雾都造型,万家广场4号入口正对面雾都造型,"119.535855,26.211176",17605010555,福建省,福州市,连江县
发随心变(江南小学),江南乡复兴路8号科灵新天地17号楼一层7店面,"119.537955,26.185054",18559133350,福建省,福州市,连江县
风花雪月时尚造型(丹凤花园二区店),丹凤二区25号楼一号店风花雪月时尚造型,"119.536421,26.209760",13960705032,福建省,福州市,连江县
冰典美业(龙芝御景二区店),金安东路2-52-54号,"119.543111,26.212130",13559430100,福建省,福州市,连江县
Xy星艺烫染造型,贵安新天地世纪金源大道6-21,"119.400325,26.256025",13559451641;13799269841,福建省,福州市,连江县
古格造型(贵阁苑店),潘渡镇芳园路世纪金源大道(6-64号)(贵阁商铺),"119.402625,26.255475",13959306177;15160166611,福建省,福州市,连江县
首艺造型(马祖西路店),文山北路8-139,"119.536892,26.213285",[],福建省,福州市,连江县
索比造型(华光西路),凤凰城1号楼09店,"119.540130,26.213658",[],福建省,福州市,连江县
伊若美发养生会所(凤翔国际店),凤城镇文汇路5-38号,"119.540387,26.211592",13489902901,福建省,福州市,连江县
菲林造型(连江盛世豪门店),丹凤东路盛世豪门36-29号,"119.548670,26.210043",13509311173,福建省,福州市,连江县
红太阳造型(莲荷东路店),凤城镇莲荷东路25-9,"119.542474,26.201970",[],福建省,福州市,连江县
梳剪城(福州连江县),凤城镇玉荷东食品2号第一间,"119.541706,26.197187",13605941236,福建省,福州市,连江县
匠人造型,浦下村宅丙里154号,"119.551897,26.210868",19890510821,福建省,福州市,连江县
艺丝特造型(永得利花园店),永得利花园9号楼第二店面,"119.539496,26.205974",15959090590,福建省,福州市,连江县
艺发烫染品质店,金凤名都2号楼11间,"119.537995,26.213008",0591-26215509,福建省,福州市,连江县
百分百形象设计,管头镇福新花园对面鑫建楼第2间,"119.566727,26.134263",13655002131,福建省,福州市,连江县
玲子快剪(贵安新天地海峡传统文化街店),贵安新天地海峡传统文化街18栋15店,"119.397875,26.254075",18059108976,福建省,福州市,连江县
快剪10元,凤城镇丹凤西路2号宏宇花园,"119.532912,26.207356",19523167340,福建省,福州市,连江县
连江乐想美发店,凤城镇文山北路87号连江县附小,"119.540089,26.205642",13859046990,福建省,福州市,连江县
原创发型设计(永得利花园店),丹凤东路16-9号,"119.538649,26.207167",13489924797,福建省,福州市,连江县
卡诗理念形象品牌店,琯头镇开放西路62号,"119.564072,26.134786",15859172223,福建省,福州市,连江县
动感造型(动感店),凤尾花园42号楼2号店,"119.536384,26.205038",13859045470,福建省,福州市,连江县
艺度造型,莲荷东路19-8号,"119.540765,26.201633",18060555187,福建省,福州市,连江县
简尚造型设计(敖江路店),傲江景城西门西北50米,"119.549534,26.197356",18659178951,福建省,福州市,连江县
创世纪形象设计沙龙(青龙路店),青霞路20-75建发书香府创世纪形象设计沙龙,"119.521342,26.214549",13905909064,福建省,福州市,连江县
新世界精剪刀造型设计,贵岚苑2号门旁,"119.405791,26.254559",13705957188,福建省,福州市,连江县
Nice理发店,万星广场7号楼126店面,"119.550146,26.212746",15959007295,福建省,福州市,连江县
剪派形象设计,世纪金源大道大拇指教育中心西51米,"119.399113,26.257110",15259338885,福建省,福州市,连江县
匠人造型(丽景华府店),丽景华府西门旁,"119.530566,26.205633",13655051297,福建省,福州市,连江县
风尚造型(鼎森中央公园南区店),金安东路5-31,"119.548737,26.211489",18675937692,福建省,福州市,连江县
格调造型(贵泉苑店),潘渡乡贵泉苑1段7号店,"119.404239,26.240723",15980298278,福建省,福州市,连江县
小辉哥快剪,海峡传统文化街12幢5号,"119.399363,26.250899",[],福建省,福州市,连江县
艾尚造型(正祥·日照家林店),中国敖江镇温泉路9号正祥日照家林15号一层25号店,"119.550152,26.209738",15980130017,福建省,福州市,连江县
W.Y美容美发(建发双玺书香里店),敖江镇纵一路8-38号,"119.518312,26.212314",[],福建省,福州市,连江县
嘉卓(盛世豪门店),凤城镇丹凤东路36号盛世豪门8号楼1层第-16B店面嘉卓TOPsalon,"119.549606,26.209718",13559951665;15960169281,福建省,福州市,连江县
民尧SALON,中央公园B区8号楼1号店,"119.548297,26.212501",[],福建省,福州市,连江县
艺匠造型(凤翔现代城店),文笔路6-82号,"119.534640,26.213759",15800107667,福建省,福州市,连江县
欧尚形象设计(江滨观邸店),凤城镇旧十字街江滨观邸2号楼7号店面,"119.541255,26.194687",[],福建省,福州市,连江县
君子兰美发沙龙(朝晖路店),江南乡华侨中学斜对面,"119.541273,26.188199",[],福建省,福州市,连江县
新发现造型专业烫染,青龙路与纵一中路交叉口西南160米,"119.517041,26.212793",[],福建省,福州市,连江县
艺剪坊造型(凤鸣路店),凤城镇凤尾花园30号楼,"119.537675,26.204625",[],福建省,福州市,连江县
小时代美发工作室,凤城镇文山南路妇幼保健院旁,"119.542193,26.199120",[],福建省,福州市,连江县
美咖造型(江滨观邸店),江滨观邸西门旁,"119.540965,26.193917",[],福建省,福州市,连江县
剪单专业烫染吧(凯旋公馆B区店),凤城镇文汇路5-22 号,"119.541424,26.210199",[],福建省,福州市,连江县
古格造型,贵荣苑北门西180米,"119.396575,26.258975",[],福建省,福州市,连江县
原宿造型,凤城镇玉荷东路水关口2号楼4店,"119.542924,26.197300",[],福建省,福州市,连江县
玲香理发店,凤福路与凤园路交叉口西北40米,"119.537569,26.204080",17805997380,福建省,福州市,连江县
凡客美业,敖江镇青塘经济开发区好又多超市对面,"119.521530,26.215570",[],福建省,福州市,连江县
鸣剪造型(丹凤花园二区店),丹凤东路15-B105,"119.536273,26.210132",[],福建省,福州市,连江县
巴黎造型,马鼻镇卫生院西南侧200米,"119.659049,26.371617",[],福建省,福州市,连江县
三木快剪10元,温泉路1号翡丽云邸1号楼S109商铺,"119.548030,26.217547",[],福建省,福州市,连江县
