名称,地址,经纬度,电话,省份,城市,区县,来源城市
小包包美甲美睫工作室,瑞桥怡园10号楼北24库,"127.396817,46.077383",13766995062,黑龙江省,哈尔滨市,巴彦县,哈尔滨市
秀姐工作室,西集镇永安街西集南苑综合楼首层东数10号,"127.181187,46.151514",[],黑龙江省,哈尔滨市,巴彦县,哈尔滨市
上品工作室,158县道与612乡道交叉口东南220米,"127.121371,46.302012",[],黑龙江省,哈尔滨市,巴彦县,哈尔滨市
杜叔纹身工作室,欧街与步行街交叉口南60米,"127.404704,46.080044",[],黑龙江省,哈尔滨市,巴彦县,哈尔滨市
男士理发馆,中心大街与平安大街交叉口西北120米,"127.485584,46.358873",[],黑龙江省,哈尔滨市,巴彦县,哈尔滨市
小燕美容美发(哈尔滨依兰县),老公安局楼下,"129.561371,46.315834",13936556663,黑龙江省,哈尔滨市,依兰县,哈尔滨市
名仕新感觉发艺,万家园东门西北50米,"129.563489,46.317699",15045290158,黑龙江省,哈尔滨市,依兰县,哈尔滨市
护林韵达中通名仕美发,护林村中学道口,"129.953709,46.015627",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
小六发艺时尚店(依兰店),万家园南门西南110米,"129.561981,46.316489",0451-57229111,黑龙江省,哈尔滨市,依兰县,哈尔滨市
明达造型品质烫染店(万家园店),万家园东门西200米,"129.562049,46.317421",18646102207,黑龙江省,哈尔滨市,依兰县,哈尔滨市
星冠美业形象设计,普照幼儿学校北1门旁,"129.561850,46.318773",0451-51612088;15845039688,黑龙江省,哈尔滨市,依兰县,哈尔滨市
君亿美业,锦绣花园小区东南门旁,"129.570169,46.324633",18345086686,黑龙江省,哈尔滨市,依兰县,哈尔滨市
美雅美发沙龙(前进街店),依兰镇通江路511号,"129.563903,46.322261",0451-57280790;13274627899,黑龙江省,哈尔滨市,依兰县,哈尔滨市
首艺造型(建设街店),建设街龙泉宾馆洗浴对面,"129.567825,46.313416",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
新剪与爱发艺(依兰店),健康街494号,"129.567722,46.320439",18246606265,黑龙江省,哈尔滨市,依兰县,哈尔滨市
亿佰分美发(旗舰店),通江路600号,"129.564735,46.319221",13089708123;14784600555,黑龙江省,哈尔滨市,依兰县,哈尔滨市
依兰绅度男士理发馆,通河路西527号,"129.563325,46.323375",15246720876,黑龙江省,哈尔滨市,依兰县,哈尔滨市
千艺造型(水韵紫城二期店),依兰镇水韵紫城二期34号楼门市,"129.567707,46.332385",15114638880,黑龙江省,哈尔滨市,依兰县,哈尔滨市
Y艺朗造型,土地局432号门市,"129.569512,46.320521",13199453543,黑龙江省,哈尔滨市,依兰县,哈尔滨市
森佐造型(水韵紫城二期店),水韵紫城二期24号楼4门市,"129.568749,46.335115",15636048987,黑龙江省,哈尔滨市,依兰县,哈尔滨市
美格造型(光耀巷店),万家园东门西70米,"129.563203,46.317663",15845140713,黑龙江省,哈尔滨市,依兰县,哈尔滨市
拾光·造型,金领华城镇医院对面,"129.570545,46.319499",17648841688,黑龙江省,哈尔滨市,依兰县,哈尔滨市
圣尧美发沙龙(牡丹园店),建设街牡丹家园六号楼东数第一门市,"129.557619,46.312520",18211152876,黑龙江省,哈尔滨市,依兰县,哈尔滨市
南方名剪,老电影院胡同,"129.565412,46.317322",13945196194,黑龙江省,哈尔滨市,依兰县,哈尔滨市
依兰县付丽发艺店,新育红小区北门东北70米,"129.567820,46.314978",13936031369,黑龙江省,哈尔滨市,依兰县,哈尔滨市
觅镜美发沙龙(汇丰花园店),通河街550号汇丰花园,"129.563126,46.323782",18646322207,黑龙江省,哈尔滨市,依兰县,哈尔滨市
丝美剪业(公安小区店),大众街公安小区(五国城路),"129.560880,46.314511",13351815103,黑龙江省,哈尔滨市,依兰县,哈尔滨市
韩流形象设计,欣欣胡同与迎宾巷交叉口北45米,"129.562022,46.313920",15645101987,黑龙江省,哈尔滨市,依兰县,哈尔滨市
新丝路发艺(鬼街店),鬼街西段道南人大综合楼新丝路发艺,"129.561030,46.314547",13244660789;17604510413,黑龙江省,哈尔滨市,依兰县,哈尔滨市
雅诗美发,汇丰公馆二期北门市东数第9门市,"129.562546,46.319813",13694514498,黑龙江省,哈尔滨市,依兰县,哈尔滨市
爵色美发(盛世名城小区店),广播街,"129.559769,46.324746",13796708299,黑龙江省,哈尔滨市,依兰县,哈尔滨市
美丝美剪,健康小区北门北50米,"129.569256,46.320503",15146022566,黑龙江省,哈尔滨市,依兰县,哈尔滨市
万森造型,宏城名居东门市第一中学旁,"129.572094,46.323477",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
亿伽美发烫染,和润玫瑰园c区大门门市西数第一家亿伽美发烫染,"129.565919,46.331336",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
潮流发艺,中国移动通信集团依兰分公司西门东南80米,"129.563295,46.325506",15146478812,黑龙江省,哈尔滨市,依兰县,哈尔滨市
领航发艺,水韵紫城二期,"129.569975,46.333475",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
小辉造型(金鼎尚城店),金鼎尚城3号楼3门市,"129.572410,46.321409",13634511167,黑龙江省,哈尔滨市,依兰县,哈尔滨市
初柒轻奢造型工作室,水韵紫城二期,"129.568975,46.332797",16501233353,黑龙江省,哈尔滨市,依兰县,哈尔滨市
丑小鸭美容美发(中央大街店),中央大街购物中心二楼第二门市,"129.561900,46.315898",13504806066,黑龙江省,哈尔滨市,依兰县,哈尔滨市
富洋美发(牡丹园店),牡丹家园9号楼西第一门市,"129.556220,46.311138",15146470692,黑龙江省,哈尔滨市,依兰县,哈尔滨市
大锁发艺,依兰镇三江招待所对过,"129.564470,46.311977",18845758242,黑龙江省,哈尔滨市,依兰县,哈尔滨市
志伟发艺(大众街店),大众街西属十二门市,"129.560433,46.314479",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
晨紫美发,中央大街与欣欣胡同交叉口东60米,"129.562499,46.315495",13904640809,黑龙江省,哈尔滨市,依兰县,哈尔滨市
小敏美发烫染吧,依兰镇南华园4号楼,"129.566281,46.311110",15146471321,黑龙江省,哈尔滨市,依兰县,哈尔滨市
名人发型设计(建设街店),老林业局楼下第八药店往西,"129.563913,46.312936",13030063458;18345024060,黑龙江省,哈尔滨市,依兰县,哈尔滨市
小丫发廊(聚鑫源小区店),南花园小区3号楼,"129.561079,46.312456",13634505070,黑龙江省,哈尔滨市,依兰县,哈尔滨市
雅诗美发造型,东顺城路51号,"129.570788,46.317875",13694514498,黑龙江省,哈尔滨市,依兰县,哈尔滨市
鸿艺时尚美发(禾润玫瑰园店),禾润玫瑰园东南门旁,"129.565773,46.331691",15636086668,黑龙江省,哈尔滨市,依兰县,哈尔滨市
阿龙美容美发,人大小区东1门北220米,"129.561672,46.314930",18246609872,黑龙江省,哈尔滨市,依兰县,哈尔滨市
欧美丝域,中央大街与欣欣胡同交叉口西南40米,"129.561371,46.315478",13654603626;13654615765,黑龙江省,哈尔滨市,依兰县,哈尔滨市
鑫升宇发型设计(万家园店),万家园,"129.563715,46.317449",15245717696,黑龙江省,哈尔滨市,依兰县,哈尔滨市
飞扬理容沙龙(运管小区店),运管小区东南门旁,"129.568360,46.316331",15946072650,黑龙江省,哈尔滨市,依兰县,哈尔滨市
鼎点美容美发(汇江开发小区店),阳光名苑南栋楼鼎点美容美发店,"129.562107,46.313409",15114633092,黑龙江省,哈尔滨市,依兰县,哈尔滨市
百分百美发,江山街与依达公路交叉口西北260米,"129.409553,46.173533",15045115275,黑龙江省,哈尔滨市,依兰县,哈尔滨市
伟尚发型(瑞远·南岸店),瑞远南岸二期15号楼一层10号门市,"129.570917,46.333104",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
丝语造型(水韵紫城二期店),水韵紫城二期,"129.568293,46.333056",18345087261,黑龙江省,哈尔滨市,依兰县,哈尔滨市
至简美容美发店,通江路409号,"129.563719,46.325235",13128678521;15045295158,黑龙江省,哈尔滨市,依兰县,哈尔滨市
天姿美容美发(永通巷店),汇丰公馆楼下多层东数第七门市,"129.560684,46.319000",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
小强造型,夹信子路与联合巷交叉口西80米,"129.555195,46.316288",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
夏日美发(民生店),三姓路19号,"129.576636,46.322737",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
沐野烫染设计,粮食小区,"129.570537,46.316921",15104549307,黑龙江省,哈尔滨市,依兰县,哈尔滨市
赫恩Barber shop,禾润玫瑰园c区东地6门市,"129.567383,46.330262",15245061384,黑龙江省,哈尔滨市,依兰县,哈尔滨市
北方美发(光耀巷),依兰县第三小学南门旁,"129.563106,46.317663",15846036066,黑龙江省,哈尔滨市,依兰县,哈尔滨市
小玲理发店,依兰镇早市对面逸园小区院内,"129.576474,46.320174",18345087647,黑龙江省,哈尔滨市,依兰县,哈尔滨市
枫彩美发(江山街店),达连河镇江南宾馆旁胡同里,"129.413037,46.172397",15045290823,黑龙江省,哈尔滨市,依兰县,哈尔滨市
丽美轩发艺(水韵紫城店),水韵紫城二期,"129.568225,46.333031",13604842913,黑龙江省,哈尔滨市,依兰县,哈尔滨市
尚艺造型(通河街店),空中花园(三百高层)小区1栋17号门市,"129.562485,46.323701",13224500032,黑龙江省,哈尔滨市,依兰县,哈尔滨市
笑笑时尚造型,通江路南花园小区笑笑时尚造型,"129.565902,46.312143",13604814804,黑龙江省,哈尔滨市,依兰县,哈尔滨市
初心造型(新育红小区店),新育红小区北门东北50米,"129.567641,46.314959",13796790215,黑龙江省,哈尔滨市,依兰县,哈尔滨市
剪之艺美发,通江路龙翔小区第五门市,"129.563756,46.325020",15146474440,黑龙江省,哈尔滨市,依兰县,哈尔滨市
依兰县永发聚星美发店(学府明珠店),学府明珠7号楼20号车库,"129.575549,46.312148",13845143680,黑龙江省,哈尔滨市,依兰县,哈尔滨市
知美美发,中央大街与通顺胡同交叉口西80米,"129.560821,46.315925",13045182444,黑龙江省,哈尔滨市,依兰县,哈尔滨市
王丽美发,欣欣胡同与大众街交叉口西北40米,"129.561643,46.315108",13796787355,黑龙江省,哈尔滨市,依兰县,哈尔滨市
华艺美发(建设街),建设街与通江路交叉口东120米,"129.566635,46.313038",13766945003,黑龙江省,哈尔滨市,依兰县,哈尔滨市
悦己造型(水韵紫城二期B区店),水韵紫城二期B区,"129.568926,46.334807",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
北木造型(广播街店),龙翔小区一号楼1层东数6号门市,"129.563066,46.325487",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
太平国际发型设计(汇丰公馆店),汇丰公馆南1门旁,"129.561007,46.318984",15146474308,黑龙江省,哈尔滨市,依兰县,哈尔滨市
鑫亿美业,健康街土地局A栋楼一层东数9门市,"129.568958,46.320500",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
哈佛发艺,粮食小区西南门旁,"129.569556,46.316374",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
修剪拾光(关岳小区店),汇丰公馆门市一号楼12号门,"129.560120,46.318938",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
雅典发型设计,新育红小区北门东北130米,"129.568479,46.315049",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
国威美发店,新育红小区北门东北90米,"129.568050,46.315003",13845091970,黑龙江省,哈尔滨市,依兰县,哈尔滨市
发尖理发馆(教委小区店),教委小区南区西北门旁,"129.566551,46.308456",15146477431,黑龙江省,哈尔滨市,依兰县,哈尔滨市
青丝坊(五国城路店),御景兰亭东北1门南120米,"129.560034,46.310774",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
金焱发艺,中央大街与文化路交叉口西南80米,"129.567955,46.315816",13936066744,黑龙江省,哈尔滨市,依兰县,哈尔滨市
巅峰之秀美业,巅峰之秀,"129.574088,46.320422",13604842501;18345023424,黑龙江省,哈尔滨市,依兰县,哈尔滨市
森美造型,朝阳新城东区,"129.571556,46.303767",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
阿敏烫染工作室(依兰县第三小学店),关岳小区北门东110米,"129.561508,46.318413",13836047432,黑龙江省,哈尔滨市,依兰县,哈尔滨市
斗斗发艺,通江路与通河街交叉口西北80米,"129.563721,46.324380",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
艺洋美容美发中心,通江路909号,"129.564726,46.312374",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
凯瑞专业美发(三江家园店),三江家园南门旁,"129.576025,46.317025",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
伊人坊形象定制,万家园南门东60米,"129.563377,46.316694",13136699933,黑龙江省,哈尔滨市,依兰县,哈尔滨市
金标造型(公安小区店),公安小区西门旁,"129.559871,46.314032",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
小军发型设计,三宝公路西100米,"130.109785,46.115708",13634889495,黑龙江省,哈尔滨市,依兰县,哈尔滨市
泊金女人专业美发,依兰镇少年宫金岛宾馆楼下,"129.564234,46.313675",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
剪约发型设计(健康街店),健康街与通江路交叉口东180米,"129.566883,46.320431",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
尚剪美发沙龙,健康街与东顺城路交叉口西200米,"129.567575,46.320446",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
金帝美发(瑞远·南岸店),瑞远南岸西南门旁,"129.567834,46.330922",18249164597,黑龙江省,哈尔滨市,依兰县,哈尔滨市
华丽美发,中央大街与文化路交叉口西南60米,"129.568035,46.315817",15946075262,黑龙江省,哈尔滨市,依兰县,哈尔滨市
雨航发艺,哈萝公路与四依线交叉口东北200米,"129.556941,46.415182",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
老五美容美发会所(山水家园店),通江路山水家园商铺,"129.564208,46.330493",18348681829,黑龙江省,哈尔滨市,依兰县,哈尔滨市
丽人造型(华康公寓店),华康公寓西南门旁,"129.562384,46.321831",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
浩轩美业,润龙小区东北侧100米,"130.110220,46.116213",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
燕子美发专业女士烫染店,依兰镇富都商务会馆斜对面,"129.562208,46.313853",15561838883,黑龙江省,哈尔滨市,依兰县,哈尔滨市
东格整体形象设计沙龙(汇丰公馆店),依兰镇汇丰公馆楼下7号商铺,"129.561807,46.319019",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
天鹅美发厅(建设街店),依兰镇建设街100号,"129.567030,46.313332",13654536062,黑龙江省,哈尔滨市,依兰县,哈尔滨市
晶晶理容工作室,依兰镇东顺城路盐业小区门市,"129.570914,46.317599",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
喜理美发店,山水家园,"129.564231,46.330018",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
派森染烫护理旗舰店,中央胜境北门东北70米,"129.565988,46.320396",13836080152,黑龙江省,哈尔滨市,依兰县,哈尔滨市
慧勤理发店,碧水星城1号楼北10米,"129.556241,46.315621",13936118698,黑龙江省,哈尔滨市,依兰县,哈尔滨市
鑫魏宇美发,东顺城路与土南巷交叉口北120米,"129.570035,46.322718",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
梵希造型店,园丁小区1号楼16号门市,"129.566325,46.324198",13694515409,黑龙江省,哈尔滨市,依兰县,哈尔滨市
艾尚美发工作室(江山街店),达连河镇艾尚美发工作室,"129.409538,46.173449",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
明尚发缘,健康街450号,"129.568741,46.320501",13945034862,黑龙江省,哈尔滨市,依兰县,哈尔滨市
审美发艺专业烫染店,达连河镇矿26号楼四单元,"129.409188,46.173774",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
元媚添资,三姓路27号金领华府小区4-5号楼1-2层5号门市,"129.575937,46.322240",15084608566,黑龙江省,哈尔滨市,依兰县,哈尔滨市
上禾造型,依兰镇中央大街86号,"129.561050,46.315478",13384509494,黑龙江省,哈尔滨市,依兰县,哈尔滨市
雅佳美发,依兰镇二中下坎新环保局对面,"129.569641,46.322006",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
佳成美发造型(健康小区店),依兰镇工商局楼下,"129.569958,46.320088",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
凯雅美发工作室(卫生小区店),健康街610号卫生小区,"129.563019,46.320357",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
晓庆专业美发设计,达连河镇矿业18号楼,"129.409526,46.173460",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
玲玲美发厅(五国城路),依兰镇牡丹家园5号楼8门市,"129.559059,46.312013",[],黑龙江省,哈尔滨市,依兰县,哈尔滨市
雅心发艺,瑞远南岸小区2号楼四单元7号库,"129.569667,46.332090",13945631851,黑龙江省,哈尔滨市,依兰县,哈尔滨市
