名称,地址,经纬度,电话,省份,城市,区县
1号烫染立新工作室(东平安街店),平安街东一条路与东二条路之间68号,"129.622256,44.582681",0453-8687778,黑龙江省,牡丹江市,东安区
东尼造型(东新安街店),东新安街与福民街之间东六条132号,"129.637187,44.581461",0453-5762680;18645388445,黑龙江省,牡丹江市,东安区
洪良造型美容(星元小区店),步行街与景福街交口道南景福街138号,"129.618482,44.587284",0453-8910999,黑龙江省,牡丹江市,东安区
新野造型(江南店),卧龙街105号,"129.641038,44.554062",0453-6663001,黑龙江省,牡丹江市,东安区
晨凯CK造型烫染(东安店),东一条路与东二条路之间平安街72号,"129.622595,44.582802",0453-6980886,黑龙江省,牡丹江市,东安区
飞丝美发,东小四条路与东新安街交叉口南20米,"129.632683,44.580811",16619989444,黑龙江省,牡丹江市,东安区
与十造型(紫云小区一区店),东四条路爱民街122号,"129.627325,44.586246",0453-8570666,黑龙江省,牡丹江市,东安区
楷模造型·假发·烫染(未来城店),一号楼105门市,"129.639195,44.550213",0453-6187333,黑龙江省,牡丹江市,东安区
亚细亚造型(建行小区店),新安街与长安街之间市政路52号,"129.624567,44.579599",0453-6303888,黑龙江省,牡丹江市,东安区
丽本美学工作室,卧龙街威虎山路德远天宸小区23号楼1单元101室,"129.641451,44.551663",0453-6181951;15046332083,黑龙江省,牡丹江市,东安区
靓仔造型(兴隆街店),江南转盘道对面,"129.627331,44.550738",13694676050,黑龙江省,牡丹江市,东安区
滚石美发店,会展街雍华庭2-101门市,"129.634425,44.558125",13704536691,黑龙江省,牡丹江市,东安区
潮流造型(景福街店),东小一路与东二之间景福街99号(老太太鸡爪旁边),"129.619857,44.587987",18088739066,黑龙江省,牡丹江市,东安区
CK造型(德远天宸店),卧龙街与威虎山路交叉口西南120米,"129.640947,44.554034",0453-6699886;15694531181,黑龙江省,牡丹江市,东安区
美雅造型(牡丹江东盛大厦店),东安区东一条路东牡丹街71号东盛大厦107室,"129.622528,44.581390",13644533997,黑龙江省,牡丹江市,东安区
曼都造型高级美发会所(世茂南外滩2期店),[],"129.642531,44.555171",0453-6939789,黑龙江省,牡丹江市,东安区
新偶像剪廊(鸿峰花园店),鸿峰小区东五条路清福街73号,"129.636060,44.578853",13504536650,黑龙江省,牡丹江市,东安区
领秀国际发型连锁机构(国际花都店),兴隆街684号,"129.627695,44.549785",13766666025,黑龙江省,牡丹江市,东安区
小明造型(牡丹江东安区),东七条路新安街与福民街靓景小区门市,"129.640931,44.582595",13555013633;15145342904,黑龙江省,牡丹江市,东安区
嘉辉造型(世茂南外滩2期店),世贸南外滩卧龙街59号,"129.642210,44.555074",18946360808,黑龙江省,牡丹江市,东安区
精功美业(东新安小区店),东六条路122号,"129.636904,44.581755",[],黑龙江省,牡丹江市,东安区
贰零贰叁·2023造型,柴市路长安街104号,"129.625726,44.580502",13206882023,黑龙江省,牡丹江市,东安区
远屿航造型,迪纳公寓,"129.627744,44.557551",13054342826,黑龙江省,牡丹江市,东安区
天籁意境美发工作室(星元小区店),景福街东小一条路,"129.618820,44.587509",0453-8584111,黑龙江省,牡丹江市,东安区
视诀男士理发馆(江南店),卧龙街世茂南外滩二期19号楼102号门市,"129.644117,44.555653",[],黑龙江省,牡丹江市,东安区
布鲁斯男士理发馆,东四条路282号,"129.630975,44.580282",15846746114,黑龙江省,牡丹江市,东安区
名门发行工作室(东小一条路店),爱民街东站一条路,"129.621119,44.584104",13945381349,黑龙江省,牡丹江市,东安区
山屿造型,国际花都2幢,"129.626927,44.549782",[],黑龙江省,牡丹江市,东安区
陈曦造型(南外滩店),卧龙街世贸南外滩二期南门东侧19号楼103门市,"129.643972,44.555610",15245303205,黑龙江省,牡丹江市,东安区
百乐造型(东盛嘉园店),东二条路200号东盛嘉园,"129.622121,44.582597",0453-6910928,黑龙江省,牡丹江市,东安区
宝玉经典发艺(保利江山悦店),保利江山悦36栋,"129.642242,44.559693",18945336661,黑龙江省,牡丹江市,东安区
港仔专业美发,柴市路与东长安街交叉口南100米,"129.626013,44.580101",13945360020,黑龙江省,牡丹江市,东安区
Done帝万美发造型,星河传说迪纳公寓24-109号D one奢享发艺美学,"129.627552,44.558482",0453-6953777;13314539678,黑龙江省,牡丹江市,东安区
广铭发艺(东新安小区店),福民街83号,"129.637450,44.580994",13836372225,黑龙江省,牡丹江市,东安区
OnceNow安大发型设计概念店,东小一条路爱民街与南小之间OnceNow,"129.621342,44.584136",15846782224,黑龙江省,牡丹江市,东安区
小伟·造型设计,北小平安街与平安街之间东三条路157号,"129.625887,44.584713",15545318700,黑龙江省,牡丹江市,东安区
梵希造型(东二条路店),东二条路景福街交叉路口44号,"129.620104,44.588259",15754639235,黑龙江省,牡丹江市,东安区
秀客造型,百好花园和塞纳丽舍之间斗银河路72号西门旁105门市,"129.624964,44.552929",13836372938,黑龙江省,牡丹江市,东安区
洺尚造型(景福小区店),景福街105号,"129.619509,44.587611",13208434660,黑龙江省,牡丹江市,东安区
威美发廊(江南分店),兴隆街百好花园小区1号回迁楼,"129.625644,44.550328",15046391028;15645345785,黑龙江省,牡丹江市,东安区
明剪造型,日照街39号(诚信大厦附近),"129.621975,44.590175",13845344537,黑龙江省,牡丹江市,东安区
优剪(兴隆街店),兴隆街道633号,"129.626017,44.550330",13136885636;13766606656,黑龙江省,牡丹江市,东安区
腾野形象salon style,镜泊湖路124号,"129.632800,44.554160",15246341712,黑龙江省,牡丹江市,东安区
坤造型烫染店,巴塞阳光正门口,"129.604566,44.542021",15145388884;15145388889,黑龙江省,牡丹江市,东安区
登来喜烫染造型(江南华府店),江南华府西北2门东130米,"129.645715,44.555528",18704530685,黑龙江省,牡丹江市,东安区
海涛造型(书香华府店),东七条路228号与东长安街交叉路口北侧(书香华府),"129.639196,44.585459",18045307553,黑龙江省,牡丹江市,东安区
新天艺美发(花园西小区店),花园西小区西南门旁,"129.626764,44.573228",15304531686,黑龙江省,牡丹江市,东安区
大众发艺(东小二条路店),东小二条路67号,"129.622237,44.589047",18245302281,黑龙江省,牡丹江市,东安区
晓宇造型(北紫云小区店),爱民街东三东四之间15号门市晓宇造型,"129.626213,44.586288",18346366614,黑龙江省,牡丹江市,东安区
风尚美发(福民街店),牡丹江市环境卫生管理处西北门西80米,"129.630780,44.578950",18249331318,黑龙江省,牡丹江市,东安区
聚美造型(东平安小区店),东三条路179号,"129.626710,44.583478",13945368707,黑龙江省,牡丹江市,东安区
贰号院美发沙龙,东四条路南小沿江街16号,"129.636120,44.575495",15804530444,黑龙江省,牡丹江市,东安区
素艺美发造型(江达国际花园店),共和街江达国际花园3号楼42号门市素艺美发造型,"129.622487,44.542020",15099920031,黑龙江省,牡丹江市,东安区
哈喽造型设计(锦绣江南店),锦绣江南东门北50米,"129.624835,44.544758",[],黑龙江省,牡丹江市,东安区
湖北发社(东一条路店),丽水蓝天北门东130米,"129.627691,44.573176",13114534668,黑龙江省,牡丹江市,东安区
恩典时代美发造型,清福小区,"129.637274,44.576572",13836333968,黑龙江省,牡丹江市,东安区
简约风尚美发会所,东小一条路景福街105号,"129.619596,44.587905",18545388456,黑龙江省,牡丹江市,东安区
梵丝染发馆,东新安街410号东新安小区,"129.634990,44.581607",[],黑龙江省,牡丹江市,东安区
小生美发店,东安区华威小区,"129.627452,44.578311",18249374968,黑龙江省,牡丹江市,东安区
蒂依夫人美业(世茂南外滩4期店),世茂南外滩北门西390米,"129.638035,44.557710",[],黑龙江省,牡丹江市,东安区
青奢品质烫染店(东平安街店),东一条路平安街66号,"129.622697,44.582988",0453-6996886,黑龙江省,牡丹江市,东安区
清香造型,东二条路南小日照街,"129.619511,44.589120",18604632065,黑龙江省,牡丹江市,东安区
白发一族(天豪花园店),东小三条路七星街26号,"129.625127,44.587504",18804533669,黑龙江省,牡丹江市,东安区
缇雨造型(东新安小区店),东新安街410号东新安小区,"129.635503,44.581835",[],黑龙江省,牡丹江市,东安区
沐秀造型,领秀城14号楼106门市东南门旁,"129.638213,44.550550",[],黑龙江省,牡丹江市,东安区
金兴发艺程娟工作室,牡丹江市环境卫生管理处西北门西110米,"129.630597,44.578875",13845345689,黑龙江省,牡丹江市,东安区
慕野造型(康泰小区店),康泰小区西门旁,"129.634950,44.585693",[],黑龙江省,牡丹江市,东安区
金玲秀美发造型工作室,东三条路平安街240号,"129.626036,44.583848",16221651666,黑龙江省,牡丹江市,东安区
迎春美发(海洋靓景北院店),海洋靓景北院7号楼,"129.640030,44.581834",18249331662,黑龙江省,牡丹江市,东安区
拐角造型(大润发店),东安区步行街东小一条路南小景福街154号,"129.618675,44.586785",18324636845,黑龙江省,牡丹江市,东安区
发现造型,东菜园街与牛角湖西街交叉口南80米,"129.628989,44.574591",[],黑龙江省,牡丹江市,东安区
楓尚造型(东新安小区店),新安街道南388号东新安小区,"129.634839,44.581571",13694537723;15004532613,黑龙江省,牡丹江市,东安区
天一发艺(南小景福街店),南小景福街140号,"129.619688,44.587095",15246338166,黑龙江省,牡丹江市,东安区
发苑发型,东牡丹街87号,"129.628166,44.582615",13946336293,黑龙江省,牡丹江市,东安区
王磊造型(馨园小区店),馨园小区西北门东50米,"129.632977,44.575807",[],黑龙江省,牡丹江市,东安区
爱丽丝(七星街店),东小二条路日照街,"129.621196,44.590038",15846758507,黑龙江省,牡丹江市,东安区
极简美发工作室(东盛大厦店),东牡丹街61号东盛大厦F1层,"129.622101,44.581235",[],黑龙江省,牡丹江市,东安区
铭人造型,东七条路长安街路口东南角,"129.639812,44.585137",15765015203,黑龙江省,牡丹江市,东安区
慕颜造型,维罗纳小区13号楼101,"129.640639,44.543473",18545318885,黑龙江省,牡丹江市,东安区
花皇美容美发(工商小区店),平安街120号,"129.624894,44.583549",[],黑龙江省,牡丹江市,东安区
炫目造型(新安小区店),福民街东四东五之间175号,"129.633704,44.579848",13089898953,黑龙江省,牡丹江市,东安区
美宣(江南华府店),江南华府东南门西120米,"129.645475,44.552725",[],黑龙江省,牡丹江市,东安区
阿冰造型(长安新城店),东五条路长安街口道南20米,"129.633071,44.582840",13466662962,黑龙江省,牡丹江市,东安区
享理造型店,兴隆街巴塞阳光小区1号楼103室,"129.603347,44.541515",15046391401,黑龙江省,牡丹江市,东安区
理享美发沙龙,东长安街与东小三条路交叉口西20米,"129.628037,44.581746",17645307518,黑龙江省,牡丹江市,东安区
美格经典发艺(星元房产有限公司景福3区店),东二条路南小景福街,"129.621417,44.587623",13766603567,黑龙江省,牡丹江市,东安区
靓点发艺(环龙湾店),兴隆镇六峰湖小区5号楼,"129.606636,44.543493",15145383419,黑龙江省,牡丹江市,东安区
顾的理发店Good barbershop,东三东四南市街221号,"129.632460,44.576006",[],黑龙江省,牡丹江市,东安区
梵古造型(领秀城店),卧龙街10号领秀城15幢,"129.638991,44.550779",[],黑龙江省,牡丹江市,东安区
名港美发(绿苑小区一区店),绿苑1区东南1门西80米,"129.635558,44.582181",[],黑龙江省,牡丹江市,东安区
秀艺造型(信大福民3区店),南市街141号,"129.629414,44.575669",18714530332,黑龙江省,牡丹江市,东安区
小旭造型,东小二条路与日照街交叉口西北40米,"129.621020,44.590628",18845384125,黑龙江省,牡丹江市,东安区
小威美发(东四小区店),东四小区东北门东南60米,"129.632020,44.584504",[],黑龙江省,牡丹江市,东安区
琳汐造型,星元房产有限公司景福3区西北门东120米,"129.622687,44.588605",[],黑龙江省,牡丹江市,东安区
新新美发(南小景福街店),东小三条路南小景福街36号,"129.623444,44.588653",[],黑龙江省,牡丹江市,东安区
沐泽造型(绿苑小区一区店),绿苑1区西北门东90米,"129.635232,44.583664",[],黑龙江省,牡丹江市,东安区
美坤造型,东安区东二条路180号,"129.623422,44.582904",15245330969,黑龙江省,牡丹江市,东安区
名佳造型(环龙湾店),莲花湖东路1149门市名佳造型,"129.603872,44.542435",[],黑龙江省,牡丹江市,东安区
格调名剪(牡丹江东盛大厦店),东牡丹街61号东盛大厦F1层,"129.622596,44.581427",17745318883,黑龙江省,牡丹江市,东安区
小光造型(绿苑小区三区店),东六条路45号,"129.634781,44.585364",[],黑龙江省,牡丹江市,东安区
贰零贰四造型,东新安街与东三条路交叉口东40米,"129.629145,44.579793",18045399422,黑龙江省,牡丹江市,东安区
传奇专业烫染(新阳绿洲康城店),林机小区东1门东北90米,"129.637914,44.575172",13514525672,黑龙江省,牡丹江市,东安区
好平发艺,福民街155号,"129.633624,44.579824",[],黑龙江省,牡丹江市,东安区
剪道造型(东七条路店),东七条路与东长安街交叉口南60米,"129.639760,44.584602",[],黑龙江省,牡丹江市,东安区
北盛发廊(怡兴小区店),兴隆街道怡兴花园小区2号楼103室,"129.605978,44.539258",15245391293,黑龙江省,牡丹江市,东安区
伊莱美容美发纹身,北小七星街景福社区2号楼,"129.620534,44.586726",13766664075,黑龙江省,牡丹江市,东安区
吕龙发艺,星元房产有限公司日照小区东南门旁,"129.623911,44.589930",13836311855,黑龙江省,牡丹江市,东安区
好友发艺(书香华府店),东七条路书香华府9号楼,"129.637847,44.586459",[],黑龙江省,牡丹江市,东安区
精艺造型(书香华府店),书香华府东南门旁,"129.638740,44.585131",[],黑龙江省,牡丹江市,东安区
绮丽剪业(新安小区店),清福小区G区东南门旁,"129.633546,44.579836",[],黑龙江省,牡丹江市,东安区
柏特发艺,东牡丹街46号,"129.625457,44.581514",13945385198,黑龙江省,牡丹江市,东安区
东阁发艺,世纪阳光西北2门东北110米,"129.642133,44.578979",[],黑龙江省,牡丹江市,东安区
